DATE,Year,Month,Week,Facility_Name,Total_Traffic,Cash,EZPass,Violations,Violation_Rate
2016-03-20,2016,3,11,Bayonne,3128,409,2635,84,0.026854219948849106
2016-03-21,2016,3,12,Bayonne,5376,334,4911,131,0.024367559523809524
2016-03-22,2016,3,12,Bayonne,5652,330,5191,131,0.023177636234961076
2016-03-23,2016,3,12,Bayonne,5661,361,5176,124,0.021904257198374844
2016-03-24,2016,3,12,Bayonne,5409,325,4970,114,0.02107598447032723
2016-03-25,2016,3,12,Bayonne,5609,514,4951,144,0.025673025494740594
2016-03-26,2016,3,12,Bayonne,3357,459,2800,98,0.02919273160560024
2016-03-27,2016,3,12,Bayonne,5472,679,4656,137,0.02503654970760234
2016-03-28,2016,3,13,Bayonne,5283,364,4775,144,0.027257240204429302
2016-03-29,2016,3,13,Bayonne,5410,307,4994,109,0.020147874306839186
2016-03-30,2016,3,13,Bayonne,5480,326,5033,121,0.02208029197080292
2016-03-31,2016,3,13,Bayonne,5605,344,5141,120,0.021409455842997322
2016-04-01,2016,4,13,Bayonne,5187,338,4716,133,0.02564102564102564
2016-04-02,2016,4,13,Bayonne,494,83,393,18,0.03643724696356275
2016-04-03,2016,4,13,Bayonne,3148,406,2675,67,0.021283354510800507
2016-04-04,2016,4,14,Bayonne,5805,356,5301,148,0.02549526270456503
2016-04-05,2016,4,14,Bayonne,5631,356,5167,108,0.019179541822056473
2016-04-06,2016,4,14,Bayonne,5707,360,5215,132,0.023129490099877345
2016-04-07,2016,4,14,Bayonne,5627,335,5175,117,0.020792607073040696
2016-04-08,2016,4,14,Bayonne,5659,376,5156,127,0.022442127584378864
2016-04-11,2016,4,15,Bayonne,5343,335,4878,130,0.024330900243309004
2016-04-12,2016,4,15,Bayonne,5572,318,5135,119,0.02135678391959799
2016-04-13,2016,4,15,Bayonne,5644,360,5147,137,0.024273564847625797
2016-04-14,2016,4,15,Bayonne,5985,377,5474,134,0.022389306599832917
2016-04-15,2016,4,15,Bayonne,5521,392,4995,134,0.02427096540481797
2016-04-17,2016,4,15,Bayonne,3743,501,3145,97,0.025915041410633183
2016-04-18,2016,4,16,Bayonne,5099,334,4617,148,0.029025299078250636
2016-04-19,2016,4,16,Bayonne,4965,285,4554,127,0.025579053373615306
2016-04-20,2016,4,16,Bayonne,5079,297,4663,119,0.023429809017523135
2016-04-21,2016,4,16,Bayonne,4991,310,4570,111,0.022240032057703866
2016-04-22,2016,4,16,Bayonne,6323,536,5636,151,0.02388106911276293
2016-04-23,2016,4,16,Bayonne,4130,579,3405,146,0.035351089588377724
2016-04-24,2016,4,16,Bayonne,3842,507,3222,113,0.029411764705882353
2016-04-25,2016,4,17,Bayonne,4790,303,4371,116,0.024217118997912318
2016-04-26,2016,4,17,Bayonne,4904,308,4475,121,0.02467373572593801
2016-04-27,2016,4,17,Bayonne,5032,319,4594,119,0.02364864864864865
2016-04-28,2016,4,17,Bayonne,4949,306,4536,107,0.021620529399878765
2016-04-29,2016,4,17,Bayonne,5042,380,4518,144,0.028560095200317333
2016-05-01,2016,5,17,Bayonne,2959,361,2528,70,0.023656640757012504
2016-05-02,2016,5,18,Bayonne,4904,290,4483,131,0.02671288743882545
2016-05-03,2016,5,18,Bayonne,5049,267,4688,94,0.018617548029312734
2016-05-04,2016,5,18,Bayonne,5055,299,4639,118,0.02334322453016815
2016-05-05,2016,5,18,Bayonne,5336,334,4896,106,0.019865067466266866
2016-05-06,2016,5,18,Bayonne,5298,382,4789,127,0.02397130992827482
2016-05-07,2016,5,18,Bayonne,3944,492,3355,97,0.024594320486815417
2016-05-08,2016,5,18,Bayonne,4851,613,4117,121,0.024943310657596373
2016-05-09,2016,5,19,Bayonne,5326,327,4843,156,0.02929027412692452
2016-05-10,2016,5,19,Bayonne,5123,272,4724,127,0.024790162014444662
2016-05-11,2016,5,19,Bayonne,5229,321,4774,134,0.02562631478294129
2016-05-12,2016,5,19,Bayonne,5215,285,4804,126,0.024161073825503355
2016-05-13,2016,5,19,Bayonne,5833,400,5267,166,0.02845876907251843
2016-05-15,2016,5,19,Bayonne,3133,425,2629,79,0.025215448451962975
2016-05-16,2016,5,20,Bayonne,5037,321,4569,147,0.029184038117927337
2016-05-17,2016,5,20,Bayonne,5294,319,4844,131,0.024744994333207405
2016-05-18,2016,5,20,Bayonne,5219,308,4783,128,0.024525771220540334
2016-05-19,2016,5,20,Bayonne,5150,298,4744,108,0.020970873786407766
2016-05-20,2016,5,20,Bayonne,5793,439,5197,157,0.027101674434662524
2016-05-21,2016,5,20,Bayonne,3744,524,3110,110,0.02938034188034188
2016-05-22,2016,5,20,Bayonne,4281,536,3596,149,0.03480495211399206
2016-05-23,2016,5,21,Bayonne,5090,321,4609,160,0.03143418467583497
2016-05-24,2016,5,21,Bayonne,5022,285,4610,127,0.025288729589804857
2016-05-25,2016,5,21,Bayonne,4973,315,4539,119,0.023929217775990348
2016-05-26,2016,5,21,Bayonne,5030,269,4622,139,0.027634194831013918
2016-05-27,2016,5,21,Bayonne,7481,658,6606,217,0.029006817270418393
2016-05-28,2016,5,21,Bayonne,4594,678,3753,163,0.03548106225511537
2016-05-29,2016,5,21,Bayonne,4847,775,3912,160,0.03301010934598721
2016-05-30,2016,5,22,Bayonne,3983,471,3384,128,0.032136580466984685
2016-05-31,2016,5,22,Bayonne,5188,325,4697,166,0.03199691595990748
2016-06-01,2016,6,22,Bayonne,5169,295,4750,124,0.023989166183014124
2016-06-02,2016,6,22,Bayonne,5468,322,5032,114,0.020848573518653987
2016-06-03,2016,6,22,Bayonne,5830,416,5281,133,0.02281303602058319
2016-06-04,2016,6,22,Bayonne,173,17,151,5,0.028901734104046242
2016-06-05,2016,6,22,Bayonne,3115,400,2636,79,0.02536115569823435
2016-06-06,2016,6,23,Bayonne,4997,317,4554,126,0.02521512907744647
2016-06-07,2016,6,23,Bayonne,5204,294,4777,133,0.02555726364335127
2016-06-08,2016,6,23,Bayonne,5104,275,4708,121,0.023706896551724137
2016-06-09,2016,6,23,Bayonne,5260,296,4834,130,0.024714828897338403
2016-06-10,2016,6,23,Bayonne,6017,460,5392,165,0.027422303473491772
2016-06-11,2016,6,23,Bayonne,4028,539,3367,122,0.03028798411122145
2016-06-12,2016,6,23,Bayonne,4378,587,3687,104,0.02375513933302878
2016-06-13,2016,6,24,Bayonne,4681,289,4264,128,0.027344584490493484
2016-06-14,2016,6,24,Bayonne,5201,297,4775,129,0.02480292251490098
2016-06-15,2016,6,24,Bayonne,5286,345,4804,137,0.025917517972001515
2016-06-16,2016,6,24,Bayonne,5408,336,4953,119,0.022004437869822487
2016-06-17,2016,6,24,Bayonne,5971,453,5362,156,0.02612627700552671
2016-06-18,2016,6,24,Bayonne,4217,581,3497,139,0.03296182119990514
2016-06-19,2016,6,24,Bayonne,6699,874,5644,181,0.027018958053440813
2016-06-20,2016,6,25,Bayonne,5105,324,4643,138,0.02703232125367287
2016-06-21,2016,6,25,Bayonne,5378,324,4913,141,0.026217924879137225
2016-06-22,2016,6,25,Bayonne,5175,322,4711,142,0.02743961352657005
2016-06-23,2016,6,25,Bayonne,5071,267,4694,110,0.021691973969631236
2016-06-24,2016,6,25,Bayonne,5994,509,5311,174,0.02902902902902903
2016-06-25,2016,6,25,Bayonne,10,6,4,0,0.0
2016-06-26,2016,6,25,Bayonne,41,0,38,3,0.07317073170731707
2016-06-27,2016,6,26,Bayonne,4965,326,4477,164,0.03303121852970796
2016-06-28,2016,6,26,Bayonne,4940,279,4522,139,0.02813765182186235
2016-06-29,2016,6,26,Bayonne,5160,344,4652,164,0.03178294573643411
2016-06-30,2016,6,26,Bayonne,5180,337,4698,145,0.027992277992277992
2016-07-01,2016,7,26,Bayonne,6636,595,5844,197,0.029686558167570827
2016-07-02,2016,7,26,Bayonne,4339,654,3529,156,0.03595298455865407
2016-07-03,2016,7,26,Bayonne,4914,742,4022,150,0.030525030525030524
2016-07-04,2016,7,27,Bayonne,4777,714,3910,153,0.03202846975088968
2016-07-05,2016,7,27,Bayonne,4891,311,4441,139,0.028419546105090985
2016-07-06,2016,7,27,Bayonne,4987,331,4530,126,0.02526569079606978
2016-07-07,2016,7,27,Bayonne,4945,322,4493,130,0.0262891809908999
2016-07-08,2016,7,27,Bayonne,5835,465,5220,150,0.02570694087403599
2016-07-09,2016,7,27,Bayonne,9,1,7,1,0.1111111111111111
2016-07-11,2016,7,28,Bayonne,4911,309,4465,137,0.02789655874567298
2016-07-12,2016,7,28,Bayonne,4878,294,4458,126,0.025830258302583026
2016-07-13,2016,7,28,Bayonne,5206,299,4761,146,0.028044563964656165
2016-07-14,2016,7,28,Bayonne,4967,310,4533,124,0.024964767465270786
2016-07-15,2016,7,28,Bayonne,5744,505,5086,153,0.02663649025069638
2016-07-16,2016,7,28,Bayonne,7,1,6,0,0.0
2016-07-18,2016,7,29,Bayonne,2593,190,2324,79,0.030466640956421133
2016-07-19,2016,7,29,Bayonne,5145,326,4674,145,0.028182701652089408
2016-07-20,2016,7,29,Bayonne,5541,345,5059,137,0.024724778920772423
2016-07-21,2016,7,29,Bayonne,5053,346,4561,146,0.02889372649910944
2016-07-22,2016,7,29,Bayonne,6210,512,5505,193,0.03107890499194847
2016-07-23,2016,7,29,Bayonne,6,0,6,0,0.0
2016-07-25,2016,7,30,Bayonne,4348,269,3931,148,0.03403863845446182
2016-07-26,2016,7,30,Bayonne,4857,270,4448,139,0.028618488779081738
2016-07-27,2016,7,30,Bayonne,5120,313,4669,138,0.026953125
2016-07-28,2016,7,30,Bayonne,5119,329,4656,134,0.02617698769290877
2016-07-29,2016,7,30,Bayonne,5621,497,4965,159,0.028286781711439245
2016-07-30,2016,7,30,Bayonne,3,2,1,0,0.0
2016-07-31,2016,7,30,Bayonne,4422,519,3797,106,0.02397105382180009
2016-08-01,2016,8,31,Bayonne,4890,320,4429,141,0.02883435582822086
2016-08-02,2016,8,31,Bayonne,4797,304,4374,119,0.024807171148634562
2016-08-03,2016,8,31,Bayonne,4927,302,4507,118,0.023949665110614977
2016-08-04,2016,8,31,Bayonne,5125,349,4630,146,0.02848780487804878
2016-08-05,2016,8,31,Bayonne,5898,502,5208,188,0.03187521193624958
2016-08-06,2016,8,31,Bayonne,5,1,4,0,0.0
2016-08-08,2016,8,32,Bayonne,4648,312,4209,127,0.02732358003442341
2016-08-09,2016,8,32,Bayonne,5815,367,5292,156,0.026827171109200344
2016-08-10,2016,8,32,Bayonne,4983,307,4556,120,0.024081878386514148
2016-08-11,2016,8,32,Bayonne,5525,367,5030,128,0.023167420814479638
2016-08-12,2016,8,32,Bayonne,5593,449,4988,156,0.027892007866976577
2016-08-13,2016,8,32,Bayonne,8,1,6,1,0.125
2016-08-14,2016,8,32,Bayonne,4070,567,3403,100,0.02457002457002457
2016-08-15,2016,8,33,Bayonne,5086,352,4605,129,0.025363743609909555
2016-08-16,2016,8,33,Bayonne,4963,294,4533,136,0.027402780576264357
2016-08-17,2016,8,33,Bayonne,5243,338,4774,131,0.024985695212664506
2016-08-18,2016,8,33,Bayonne,4879,296,4432,151,0.03094896495183439
2016-08-19,2016,8,33,Bayonne,5658,515,4974,169,0.029869211735595615
2016-08-20,2016,8,33,Bayonne,5393,759,4438,196,0.036343408121639165
2016-08-21,2016,8,33,Bayonne,6006,762,5069,175,0.029137529137529136
2016-08-22,2016,8,34,Bayonne,4846,314,4392,140,0.028889806025588115
2016-08-23,2016,8,34,Bayonne,4943,306,4507,130,0.026299817924337447
2016-08-24,2016,8,34,Bayonne,5048,296,4623,129,0.025554675118858953
2016-08-25,2016,8,34,Bayonne,5092,330,4617,145,0.02847604084838963
2016-08-26,2016,8,34,Bayonne,5561,447,4959,156,0.028052508541629204
2016-08-27,2016,8,34,Bayonne,18,0,15,3,0.16666666666666666
2016-08-28,2016,8,34,Bayonne,2210,300,1848,62,0.028054298642533938
2016-08-29,2016,8,35,Bayonne,4865,326,4398,141,0.028982528263103803
2016-08-30,2016,8,35,Bayonne,4917,293,4470,154,0.03131991051454139
2016-08-31,2016,8,35,Bayonne,4970,318,4516,136,0.027364185110663984
2016-09-01,2016,9,35,Bayonne,5263,319,4793,151,0.028690860725821776
2016-09-02,2016,9,35,Bayonne,6057,532,5345,180,0.029717682020802376
2016-09-03,2016,9,35,Bayonne,4314,639,3527,148,0.034306907742234584
2016-09-04,2016,9,35,Bayonne,4799,653,4040,106,0.02208793498645551
2016-09-05,2016,9,36,Bayonne,4611,534,3974,103,0.022337887659943614
2016-09-06,2016,9,36,Bayonne,5142,308,4674,160,0.031116297160637883
2016-09-07,2016,9,36,Bayonne,5056,268,4607,181,0.035799050632911396
2016-09-08,2016,9,36,Bayonne,5485,358,4950,177,0.03226982680036463
2016-09-09,2016,9,36,Bayonne,5992,414,5386,192,0.03204272363150868
2016-09-11,2016,9,36,Bayonne,1441,170,1207,64,0.04441360166551006
2016-09-12,2016,9,37,Bayonne,5558,317,5094,147,0.02644836272040302
2016-09-13,2016,9,37,Bayonne,5255,300,4791,164,0.03120837297811608
2016-09-14,2016,9,37,Bayonne,5254,297,4804,153,0.02912066996574039
2016-09-15,2016,9,37,Bayonne,5267,285,4833,149,0.028289348775393963
2016-09-16,2016,9,37,Bayonne,5735,396,5138,201,0.035047951176983436
2016-09-18,2016,9,37,Bayonne,1614,186,1383,45,0.027881040892193308
2016-09-19,2016,9,38,Bayonne,5067,279,4644,144,0.028419182948490232
2016-09-20,2016,9,38,Bayonne,5145,301,4702,142,0.027599611273080662
2016-09-21,2016,9,38,Bayonne,5439,288,4999,152,0.027946313660599374
2016-09-22,2016,9,38,Bayonne,5413,285,4979,149,0.02752632551265472
2016-09-23,2016,9,38,Bayonne,5569,358,5074,137,0.024600466870174177
2016-09-25,2016,9,38,Bayonne,2811,335,2416,60,0.021344717182497332
2016-09-26,2016,9,39,Bayonne,5153,284,4714,155,0.030079565301765962
2016-09-27,2016,9,39,Bayonne,5111,280,4718,113,0.02210917628644101
2016-09-28,2016,9,39,Bayonne,5207,283,4808,116,0.02227770309199155
2016-09-29,2016,9,39,Bayonne,5248,280,4832,136,0.025914634146341462
2016-09-30,2016,9,39,Bayonne,5904,436,5321,147,0.024898373983739838
2016-10-01,2016,10,39,Bayonne,646,84,546,16,0.02476780185758514
2016-10-02,2016,10,39,Bayonne,4446,553,3781,112,0.025191183085919926
2016-10-03,2016,10,40,Bayonne,4609,307,4176,126,0.027337817313950966
2016-10-04,2016,10,40,Bayonne,4598,271,4215,112,0.02435841670291431
2016-10-05,2016,10,40,Bayonne,5170,281,4764,125,0.024177949709864602
2016-10-06,2016,10,40,Bayonne,5308,307,4863,138,0.025998492840994723
2016-10-07,2016,10,40,Bayonne,7533,578,6771,184,0.02442585955130758
2016-10-08,2016,10,40,Bayonne,6265,742,5300,223,0.035594573024740624
2016-10-09,2016,10,40,Bayonne,5103,563,4416,124,0.024299431706839115
2016-10-10,2016,10,41,Bayonne,6426,515,5763,148,0.023031434796140678
2016-10-11,2016,10,41,Bayonne,6173,412,5579,182,0.029483233435930664
2016-10-12,2016,10,41,Bayonne,4712,238,4342,132,0.02801358234295416
2016-10-13,2016,10,41,Bayonne,5308,297,4894,117,0.022042200452147703
2016-10-14,2016,10,41,Bayonne,5829,408,5289,132,0.022645393721049924
2016-10-15,2016,10,41,Bayonne,5758,769,4795,194,0.033692254254949636
2016-10-16,2016,10,41,Bayonne,6303,733,5394,176,0.027923211169284468
2016-10-17,2016,10,42,Bayonne,5034,267,4614,153,0.030393325387365912
2016-10-18,2016,10,42,Bayonne,4855,258,4474,123,0.025334706488156538
2016-10-19,2016,10,42,Bayonne,5108,304,4673,131,0.025646045418950665
2016-10-20,2016,10,42,Bayonne,5273,298,4834,141,0.026739996207092737
2016-10-21,2016,10,42,Bayonne,5996,423,5401,172,0.028685790527018012
2016-10-23,2016,10,42,Bayonne,2138,293,1798,47,0.021983161833489244
2016-10-24,2016,10,43,Bayonne,4863,283,4439,141,0.028994447871684145
2016-10-25,2016,10,43,Bayonne,4720,256,4330,135,0.028601694915254237
2016-10-26,2016,10,43,Bayonne,5211,328,4748,135,0.025906735751295335
2016-10-27,2016,10,43,Bayonne,5002,297,4586,119,0.02379048380647741
2016-10-28,2016,10,43,Bayonne,5862,422,5289,151,0.02575912657795974
2016-10-30,2016,10,43,Bayonne,1364,149,1168,47,0.0344574780058651
2016-10-31,2016,10,44,Bayonne,5001,303,4568,130,0.025994801039792043
2016-11-01,2016,11,44,Bayonne,5158,285,4729,144,0.02791779759596743
2016-11-02,2016,11,44,Bayonne,5248,311,4803,134,0.025533536585365852
2016-11-03,2016,11,44,Bayonne,5448,324,4975,149,0.02734948604992658
2016-11-04,2016,11,44,Bayonne,6066,440,5434,192,0.03165182987141444
2016-11-05,2016,11,44,Bayonne,4301,588,3576,137,0.031853057428505
2016-11-06,2016,11,44,Bayonne,5882,701,5023,158,0.0268616116967018
2016-11-07,2016,11,45,Bayonne,5271,309,4804,158,0.029975336748245113
2016-11-08,2016,11,45,Bayonne,5020,299,4603,118,0.02350597609561753
2016-11-09,2016,11,45,Bayonne,5571,340,5077,154,0.027643152037336204
2016-11-10,2016,11,45,Bayonne,5476,357,4968,151,0.027574872169466764
2016-11-11,2016,11,45,Bayonne,4797,429,4226,142,0.029601834479883262
2016-11-12,2016,11,45,Bayonne,178,26,145,7,0.03932584269662921
2016-11-13,2016,11,45,Bayonne,6081,986,4893,202,0.033218220687386946
2016-11-14,2016,11,46,Bayonne,5233,323,4757,153,0.029237531052933308
2016-11-15,2016,11,46,Bayonne,5054,268,4660,126,0.024930747922437674
2016-11-16,2016,11,46,Bayonne,5397,329,4910,158,0.029275523438947564
2016-11-17,2016,11,46,Bayonne,5636,351,5137,148,0.0262597586941093
2016-11-18,2016,11,46,Bayonne,6192,488,5528,176,0.028423772609819122
2016-11-19,2016,11,46,Bayonne,5842,825,4812,205,0.035090722355357755
2016-11-20,2016,11,46,Bayonne,5355,685,4525,145,0.02707749766573296
2016-11-21,2016,11,47,Bayonne,6027,438,5392,197,0.03268624522979924
2016-11-22,2016,11,47,Bayonne,6766,473,6103,190,0.02808158439255099
2016-11-23,2016,11,47,Bayonne,8565,838,7463,264,0.030823117338003504
2016-11-24,2016,11,47,Bayonne,5851,857,4812,182,0.031105793881387796
2016-11-25,2016,11,47,Bayonne,5592,749,4659,184,0.032904148783977114
2016-11-26,2016,11,47,Bayonne,5253,802,4271,180,0.034266133637921185
2016-11-27,2016,11,47,Bayonne,7886,1206,6462,218,0.02764392594471215
2016-11-28,2016,11,48,Bayonne,5298,328,4811,159,0.03001132502831257
2016-11-29,2016,11,48,Bayonne,5300,313,4867,120,0.022641509433962263
2016-11-30,2016,11,48,Bayonne,5235,299,4793,143,0.027316141356255968
2016-12-01,2016,12,48,Bayonne,5658,385,5138,135,0.02386002120890774
2016-12-02,2016,12,48,Bayonne,5913,485,5246,182,0.030779638085574157
2016-12-03,2016,12,48,Bayonne,14,1,8,5,0.35714285714285715
2016-12-04,2016,12,48,Bayonne,4176,549,3512,115,0.02753831417624521
2016-12-05,2016,12,49,Bayonne,5153,336,4672,145,0.028138948185522997
2016-12-06,2016,12,49,Bayonne,5140,319,4669,152,0.029571984435797664
2016-12-07,2016,12,49,Bayonne,5357,314,4859,184,0.03434758260220273
2016-12-08,2016,12,49,Bayonne,5875,396,5306,173,0.029446808510638297
2016-12-09,2016,12,49,Bayonne,6298,534,5554,210,0.033343918704350585
2016-12-10,2016,12,49,Bayonne,4698,650,3845,203,0.043209876543209874
2016-12-11,2016,12,49,Bayonne,4683,610,3904,169,0.03608797779201366
2016-12-12,2016,12,50,Bayonne,5094,338,4632,124,0.024342363564978407
2016-12-13,2016,12,50,Bayonne,5229,316,4764,149,0.028494932109389942
2016-12-14,2016,12,50,Bayonne,5516,356,5020,140,0.025380710659898477
2016-12-15,2016,12,50,Bayonne,5257,383,4674,200,0.038044512079132585
2016-12-16,2016,12,50,Bayonne,6270,595,5498,177,0.028229665071770334
2016-12-17,2016,12,50,Bayonne,3237,442,2690,105,0.03243744207599629
2016-12-18,2016,12,50,Bayonne,5316,711,4438,167,0.031414597441685475
2016-12-19,2016,12,51,Bayonne,5187,321,4694,172,0.03315982263350684
2016-12-20,2016,12,51,Bayonne,5426,343,4930,153,0.02819756726870623
2016-12-21,2016,12,51,Bayonne,5633,377,5101,155,0.027516421090005325
2016-12-22,2016,12,51,Bayonne,5762,421,5160,181,0.03141270392224922
2016-12-23,2016,12,51,Bayonne,6939,668,6054,217,0.03127251765384061
2016-12-24,2016,12,51,Bayonne,4614,625,3819,170,0.03684438664932813
2016-12-25,2016,12,51,Bayonne,4577,611,3823,143,0.031243172383657418
2016-12-26,2016,12,52,Bayonne,5101,676,4254,171,0.03352283865908645
2016-12-27,2016,12,52,Bayonne,7641,733,6636,272,0.03559743489072111
2016-12-28,2016,12,52,Bayonne,7762,733,6767,262,0.03375418706518939
2016-12-29,2016,12,52,Bayonne,7217,662,6332,223,0.030899265622834973
2016-12-30,2016,12,52,Bayonne,7656,901,6504,251,0.032784743991640546
2016-12-31,2016,12,52,Bayonne,4594,775,3654,165,0.03591641271223335
2017-01-01,2017,1,52,Bayonne,4719,723,3847,149,0.03157448611994067
2017-01-02,2017,1,1,Bayonne,4896,595,4144,157,0.032066993464052285
2017-01-03,2017,1,1,Bayonne,5109,309,4671,129,0.02524955960070464
2017-01-04,2017,1,1,Bayonne,5238,285,4827,126,0.024054982817869417
2017-01-05,2017,1,1,Bayonne,5532,345,5033,154,0.027838033261026754
2017-01-06,2017,1,1,Bayonne,5278,370,4746,162,0.030693444486547934
2017-01-07,2017,1,1,Bayonne,750,83,631,36,0.048
2017-01-08,2017,1,1,Bayonne,3302,446,2736,120,0.03634161114476075
2017-01-09,2017,1,2,Bayonne,4923,297,4463,163,0.03310989234206785
2017-01-10,2017,1,2,Bayonne,5309,321,4841,147,0.027688830288189865
2017-01-11,2017,1,2,Bayonne,5139,305,4712,122,0.023740027242654213
2017-01-12,2017,1,2,Bayonne,5745,406,5208,131,0.02280243690165361
2017-01-13,2017,1,2,Bayonne,5855,433,5246,176,0.030059777967549103
2017-01-14,2017,1,2,Bayonne,262,36,204,22,0.08396946564885496
2017-01-15,2017,1,2,Bayonne,4286,548,3609,129,0.030097993467102194
2017-01-16,2017,1,3,Bayonne,4197,369,3719,110,0.026209197045508698
2017-01-17,2017,1,3,Bayonne,5124,308,4689,127,0.024785323965651834
2017-01-18,2017,1,3,Bayonne,5042,291,4649,102,0.02023006743355811
2017-01-19,2017,1,3,Bayonne,5201,312,4749,140,0.026917900403768506
2017-01-20,2017,1,3,Bayonne,6216,469,5559,188,0.030244530244530245
2017-01-21,2017,1,3,Bayonne,263,46,212,5,0.019011406844106463
2017-01-22,2017,1,3,Bayonne,4115,504,3486,125,0.030376670716889428
2017-01-23,2017,1,4,Bayonne,4741,297,4312,132,0.027842227378190254
2017-01-24,2017,1,4,Bayonne,4949,278,4547,124,0.025055566781167913
2017-01-25,2017,1,4,Bayonne,5389,302,4926,161,0.02987567266654296
2017-01-26,2017,1,4,Bayonne,5311,324,4861,126,0.023724345697608736
2017-01-27,2017,1,4,Bayonne,5839,459,5198,182,0.031169720842610035
2017-01-28,2017,1,4,Bayonne,348,45,291,12,0.034482758620689655
2017-01-29,2017,1,4,Bayonne,4458,608,3712,138,0.03095558546433378
2017-01-30,2017,1,5,Bayonne,4961,319,4496,146,0.029429550493852045
2017-01-31,2017,1,5,Bayonne,4998,268,4588,142,0.028411364545818326
2017-02-01,2017,2,5,Bayonne,5258,304,4795,159,0.030239634842145303
2017-02-02,2017,2,5,Bayonne,5488,339,5010,139,0.02532798833819242
2017-02-03,2017,2,5,Bayonne,5291,363,4779,149,0.02816102816102816
2017-02-04,2017,2,5,Bayonne,298,52,234,12,0.040268456375838924
2017-02-05,2017,2,5,Bayonne,4053,511,3387,155,0.0382432765852455
2017-02-06,2017,2,6,Bayonne,5157,337,4648,172,0.033352724452200895
2017-02-07,2017,2,6,Bayonne,5103,282,4696,125,0.024495394865765237
2017-02-08,2017,2,6,Bayonne,5117,302,4667,148,0.028923197185851086
2017-02-09,2017,2,6,Bayonne,1950,137,1747,66,0.033846153846153845
2017-02-10,2017,2,6,Bayonne,4882,340,4368,174,0.035641130684145844
2017-02-11,2017,2,6,Bayonne,289,29,246,14,0.04844290657439446
2017-02-12,2017,2,6,Bayonne,3724,448,3136,140,0.03759398496240601
2017-02-13,2017,2,7,Bayonne,5109,317,4652,140,0.02740262282247015
2017-02-14,2017,2,7,Bayonne,5388,320,4921,147,0.027282850779510023
2017-02-15,2017,2,7,Bayonne,5168,308,4732,128,0.02476780185758514
2017-02-16,2017,2,7,Bayonne,5258,333,4784,141,0.026816279954355267
2017-02-17,2017,2,7,Bayonne,4816,328,4367,121,0.025124584717607975
2017-02-20,2017,2,8,Bayonne,6183,0,5392,791,0.1279314248746563
2017-02-21,2017,2,8,Bayonne,6368,0,5750,618,0.09704773869346733
2017-02-22,2017,2,8,Bayonne,6472,0,5864,608,0.09394313967861558
2017-02-23,2017,2,8,Bayonne,6383,0,5750,633,0.09916966943443521
2017-02-24,2017,2,8,Bayonne,6984,0,6216,768,0.10996563573883161
2017-02-25,2017,2,8,Bayonne,315,0,264,51,0.1619047619047619
2017-02-26,2017,2,8,Bayonne,5142,0,4320,822,0.15985997666277713
2017-02-27,2017,2,9,Bayonne,6212,0,5610,602,0.09690920798454604
2017-02-28,2017,2,9,Bayonne,6021,0,5498,523,0.08686264740076399
2017-03-01,2017,3,9,Bayonne,5978,0,5489,489,0.08179993308798929
2017-03-02,2017,3,9,Bayonne,1524,0,1371,153,0.10039370078740158
2017-03-03,2017,3,9,Bayonne,6564,0,5907,657,0.10009140767824497
2017-03-04,2017,3,9,Bayonne,303,0,266,37,0.12211221122112212
2017-03-05,2017,3,9,Bayonne,4562,0,3874,688,0.15081104778605875
2017-03-06,2017,3,10,Bayonne,6525,0,5888,637,0.09762452107279694
2017-03-07,2017,3,10,Bayonne,6278,0,5730,548,0.08728894552405225
2017-03-08,2017,3,10,Bayonne,6443,0,5915,528,0.08194940245227379
2017-03-09,2017,3,10,Bayonne,6418,0,5841,577,0.08990339669679027
2017-03-10,2017,3,10,Bayonne,5982,0,5405,577,0.09645603477097961
2017-03-11,2017,3,10,Bayonne,3777,0,3112,665,0.17606566057717765
2017-03-12,2017,3,10,Bayonne,4864,0,4049,815,0.16755756578947367
2017-03-13,2017,3,11,Bayonne,7522,0,6720,802,0.1066205796330763
2017-03-14,2017,3,11,Bayonne,951,0,847,104,0.10935856992639327
2017-03-15,2017,3,11,Bayonne,4905,0,4514,391,0.07971457696228339
2017-03-16,2017,3,11,Bayonne,6241,0,5631,610,0.0977407466752123
2017-03-17,2017,3,11,Bayonne,7026,0,6255,771,0.10973526900085397
2017-03-18,2017,3,11,Bayonne,3815,0,3166,649,0.17011795543905636
2017-03-19,2017,3,11,Bayonne,4673,0,3908,765,0.1637063984592339
2017-03-20,2017,3,12,Bayonne,6499,0,5881,618,0.09509155254654562
2017-03-21,2017,3,12,Bayonne,6674,0,6118,556,0.08330836080311657
2017-03-22,2017,3,12,Bayonne,6463,0,5935,528,0.08169580690082005
2017-03-23,2017,3,12,Bayonne,6556,0,5994,562,0.08572300183038438
2017-03-24,2017,3,12,Bayonne,7660,0,6814,846,0.11044386422976502
2017-03-25,2017,3,12,Bayonne,4193,0,3543,650,0.1550202718817076
2017-03-26,2017,3,12,Bayonne,5526,0,4561,965,0.17462902642055736
2017-03-27,2017,3,13,Bayonne,6466,0,5885,581,0.08985462418806063
2017-03-28,2017,3,13,Bayonne,6604,0,6020,584,0.08843125378558449
2017-03-29,2017,3,13,Bayonne,6829,0,6225,604,0.08844633182017865
